x,y,psi,v,cte,epsi,delta,a
3.91898,0,0.020772,39.2232,0.224644,-0.0417483,-0.0141519,0.333869
3.91891,-5.47686e-34,0.0194378,39.2225,0.240404,-0.0369257,-0.0132432,0.334168
3.91891,2.82871e-34,0.0166256,39.2225,0.244471,-0.0288272,-0.0113272,0.334188
3.91898,1.68519e-34,0.0136826,39.2232,0.237552,-0.0211447,-0.00932197,0.333939
3.91906,-4.02038e-33,0.010583,39.224,0.22373,-0.0135165,-0.00721004,0.333611
3.91914,1.20371e-35,0.00713224,39.2247,0.201978,-0.00547571,-0.004859,0.333291
3.91917,0,0.00473792,39.225,0.18222,-0.000227715,-0.00322779,0.333151
3.91917,0,0.00304301,39.225,0.164009,0.00318749,-0.00207311,0.333166
3.91914,9.0278e-35,-0.00184768,39.2247,0.155108,0.0161392,0.00125877,0.333279
3.91911,1.50463e-36,-0.00168251,39.2244,0.137442,0.014427,0.00114625,0.333412
3.91909,6.45187e-33,-0.000377221,39.2242,0.129623,0.0102469,0.000256994,0.333482
3.91909,0,0.00263665,39.2242,0.135114,0.00226558,-0.0017963,0.333499
3.91909,1.68519e-34,0.00604001,39.2243,0.151391,-0.0060322,-0.00411494,0.333473
3.9191,1.10591e-34,0.010683,39.2244,0.182357,-0.0167304,-0.0072781,0.333428
3.9191,3.00927e-36,0.0146854,39.2243,0.21558,-0.0254887,-0.0100048,0.333425
3.91908,-1.32047e-32,0.018415,39.2241,0.252259,-0.0332438,-0.0125459,0.333507
3.91903,6.01853e-36,0.0221748,39.2237,0.297284,-0.0404897,-0.0151075,0.333675
3.91899,1.08334e-34,0.0245781,39.2233,0.333269,-0.0446098,-0.016745,0.333829
3.91894,0,0.0276189,39.2228,0.38612,-0.0493031,-0.0188169,0.334049
3.91892,1.29398e-34,0.0280061,39.2226,0.412203,-0.0485279,-0.0190809,0.33412
3.91891,0,0.02753,39.2225,0.430612,-0.0458999,-0.0187566,0.334204
3.91892,0,0.0259814,39.2226,0.442042,-0.0407887,-0.0177014,0.334171
3.91895,0,0.0241519,39.223,0.443765,-0.0355862,-0.0164548,0.33404
3.91901,0,0.0221129,39.2234,0.439999,-0.0301909,-0.0150654,0.333849
3.91906,-6.01853e-36,0.019727,39.224,0.430806,-0.0242173,-0.0134397,0.333627
3.9191,6.01853e-36,0.0179795,39.2243,0.420995,-0.0200601,-0.0122491,0.333494
3.91911,-4.5139e-36,0.0164401,39.2245,0.409549,-0.0165968,-0.0112002,0.333424
3.91911,1.37644e-32,0.0157197,39.2245,0.401992,-0.0151324,-0.0107095,0.333432
3.9191,0,0.0155681,39.2244,0.397514,-0.0150292,-0.0106062,0.333472
3.91909,-4.10139e-31,0.0161254,39.2242,0.397576,-0.0165725,-0.0109859,0.333531
3.91908,0,0.0171111,39.2241,0.402338,-0.0189723,-0.0116575,0.333573
3.91906,-7.82409e-35,0.0391447,39.224,0.493676,-0.0736657,-0.0266687,0.333448
3.91905,2.40741e-35,0.0384594,39.2239,0.532173,-0.0690345,-0.0262019,0.333523
3.91874,1.20371e-35,0.0361639,39.2209,0.552989,-0.0611884,-0.02464,0.334863
3.91852,0,0.0308866,39.2187,0.548998,-0.0468212,-0.0210456,0.335848
3.91855,3.76158e-37,0.0253109,39.219,0.526343,-0.0329456,-0.0172462,0.335758
3.91883,1.50463e-36,0.0183589,39.2218,0.483819,-0.0166557,-0.0125084,0.334612
3.91911,-1.20371e-35,0.0130353,39.2244,0.441491,-0.0048739,-0.00888063,0.333484
3.91932,0,0.0333299,39.2265,0.4603,-0.0598936,-0.0227057,0.332444
3.91937,0,0.0282175,39.2269,0.460133,-0.0457128,-0.0192227,0.332317
3.91906,-6.01853e-36,0.0227974,39.224,0.444958,-0.0317397,-0.0155315,0.333603
3.91881,0,0.0155541,39.2215,0.405313,-0.014437,-0.0105975,0.334692
3.91878,-1.26389e-34,0.00984068,39.2213,0.36228,-0.00162208,-0.00670479,0.334804
3.91892,9.40395e-38,0.00522764,39.2227,0.317959,0.00804487,-0.00356164,0.334209
3.91914,-1.47078e-33,0.00181332,39.2247,0.271732,0.0142468,-0.00123536,0.33331
3.91925,-1.9391e-34,0.000943665,39.2258,0.24409,0.0147005,-0.000642873,0.332825
3.91926,0,0.0271536,39.2259,0.306394,-0.0536656,-0.0184984,0.332688
3.9192,1.20371e-35,0.0284086,39.2253,0.349193,-0.0541141,-0.0193537,0.332948
3.9189,6.01853e-35,0.0290889,39.2224,0.384574,-0.0534942,-0.0198187,0.33421
3.91864,2.40741e-35,0.0282094,39.2199,0.408631,-0.0493467,-0.0192208,0.335299
3.91861,3.00927e-36,0.0268381,39.2197,0.418119,-0.0448659,-0.0182865,0.335412
3.91875,-9.62965e-35,0.0254481,39.221,0.422517,-0.040694,-0.0173388,0.334863
3.91898,4.81482e-35,0.0243428,39.2232,0.426618,-0.037333,-0.0165848,0.333943
3.91912,-2.55788e-35,0.0242139,39.2246,0.433144,-0.0365117,-0.0164963,0.333338
3.91918,0,0.0252685,39.2251,0.448783,-0.0383303,-0.0172146,0.333114
3.91913,1.80556e-34,0.0272016,39.2246,0.470515,-0.042156,-0.0185317,0.333322
3.91904,3.00927e-36,0.029998,39.2238,0.500822,-0.0477705,-0.0204373,0.333656
3.91893,-3.00927e-36,0.03426,39.2227,0.548432,-0.0562257,-0.0233416,0.334089
3.91887,-1.14352e-34,0.0383263,39.2222,0.596593,-0.064097,-0.0261124,0.334315
3.91881,0,0.0607375,39.2215,0.783671,-0.112997,-0.0413823,0.334332
3.91873,-6.01853e-36,0.0599019,39.2208,0.850456,-0.105951,-0.0408137,0.334726
3.91821,0,0.0578231,39.2158,0.886119,-0.0976643,-0.0394026,0.336951
3.9179,-4.81482e-35,0.0534504,39.2128,0.902145,-0.0844012,-0.0364258,0.338347
3.91801,3.19734e-36,0.0493495,39.2139,0.901347,-0.073078,-0.0336301,0.337949
3.91841,-1.50463e-36,0.0802961,39.2176,0.953732,-0.155118,-0.0547137,0.335643
3.91891,6.01853e-36,0.0701526,39.2225,0.989395,-0.124515,-0.0477958,0.333892
3.91821,0,0.0606981,39.2158,0.983475,-0.0987362,-0.0413617,0.337018
3.91789,-3.61112e-35,0.0483282,39.2127,0.937329,-0.0676916,-0.0329352,0.338529
3.91823,-2.40741e-35,0.0393147,39.216,0.886066,-0.046306,-0.0267903,0.337209
3.91883,0,0.0325324,39.2218,0.835939,-0.0310301,-0.0221652,0.334747
3.91945,0,0.0280851,39.2277,0.790261,-0.0219217,-0.0191321,0.33222
3.91967,3.00927e-36,0.0274556,39.2298,0.770088,-0.0216052,-0.0187022,0.331301
3.91957,1.20371e-35,0.0652964,39.2288,0.922425,-0.115797,-0.0444797,0.33122
3.91925,-1.50463e-35,0.062983,39.2258,0.978749,-0.105399,-0.0429073,0.332642
3.9181,1.12847e-35,0.0610326,39.2148,1.01118,-0.0977008,-0.0415908,0.337472
3.91734,-4.81482e-35,0.0572311,39.2075,1.02471,-0.0862017,-0.0390078,0.340694
3.91737,-2.40741e-35,0.0540593,39.2078,1.02538,-0.0773528,-0.0368456,0.34063
3.91795,0,0.0667577,39.2133,1.14649,-0.103985,-0.045494,0.338146
3.91879,6.01853e-36,0.058528,39.2214,1.13144,-0.0822233,-0.039877,0.334829
3.91898,0,0.0533103,39.2232,1.10982,-0.0692788,-0.0363203,0.334125
3.91905,-2.40741e-35,0.0492384,39.2239,1.08367,-0.0598328,-0.0335455,0.33389
3.919,-1.20371e-35,0.0481244,39.2234,1.07193,-0.0575741,-0.032787,0.334105
3.91886,0,0.0494734,39.2221,1.07628,-0.0610098,-0.0337072,0.334639
3.91879,-2.35926e-33,0.0527488,39.2214,1.09847,-0.0685263,-0.0359395,0.334921
3.91876,0,0.057587,39.2211,1.13736,-0.0791926,-0.0392363,0.335009
3.9188,0,0.0800151,39.2214,1.19924,-0.136973,-0.0545168,0.334374
3.91854,0,0.0843766,39.2189,1.2899,-0.142633,-0.0574923,0.335437
3.91757,-1.20371e-35,0.0877394,39.2097,1.38402,-0.145289,-0.0597983,0.339458
3.9169,0,0.0883567,39.2033,1.44435,-0.142735,-0.0602293,0.342296
3.91686,-1.68519e-34,0.0866882,39.2029,1.49404,-0.134597,-0.0590926,0.342621
3.91735,0,0.0836251,39.2076,1.51686,-0.124492,-0.0569975,0.340739
3.91795,2.87445e-32,0.0610983,39.2134,1.51129,-0.0624193,-0.0416373,0.338836
3.9184,4.63427e-34,0.0577956,39.2177,1.47542,-0.0557982,-0.0393819,0.336959
3.91911,-5.29631e-34,0.0557056,39.2245,1.44612,-0.0520756,-0.037951,0.334062
3.91969,1.17722e-32,0.0555328,39.2301,1.42754,-0.0529129,-0.0378276,0.331624
3.91978,0,0.0567907,39.2309,1.42404,-0.0566511,-0.0386836,0.331227
3.91937,-1.80556e-35,0.070974,39.2269,1.45018,-0.0941402,-0.0483498,0.332656
3.91875,0,0.0731899,39.221,1.4894,-0.0975072,-0.0498672,0.335197
3.91802,1.20371e-35,0.073888,39.214,1.51557,-0.0975913,-0.0503522,0.338249
3.91768,-3.61112e-35,0.0723259,39.2107,1.52913,-0.0923007,-0.0492921,0.339727
3.91777,0,0.069238,39.2116,1.52407,-0.084095,-0.0471864,0.339412
3.91811,2.40741e-35,0.0648712,39.2149,1.5044,-0.0733754,-0.0442066,0.338087
3.91862,1.20371e-35,0.0586106,39.2198,1.46405,-0.0588657,-0.039935,0.336029
3.91904,-2.40741e-34,0.0529309,39.2239,1.41833,-0.0463464,-0.0360613,0.334323
3.91938,7.64353e-34,0.0473785,39.2271,1.36559,-0.0346777,-0.0322756,0.332929
3.91952,-2.40741e-35,0.0496671,39.2284,1.31764,-0.0444285,-0.0338335,0.332268
3.9195,-2.40741e-35,0.0451563,39.2282,1.27387,-0.0350132,-0.0307609,0.332346
3.9192,-6.01853e-36,0.0409663,39.2253,1.22674,-0.0267252,-0.0279087,0.333589
3.91899,-6.01853e-36,0.0362543,39.2234,1.16593,-0.0179577,-0.0247,0.334412
3.91904,0,0.0328018,39.2238,1.11414,-0.012046,-0.0223475,0.334212
3.91922,0,0.0295658,39.2255,1.05441,-0.00729826,-0.0201419,0.333423
3.91934,-6.01853e-36,0.0277087,39.2267,1.00875,-0.00538132,-0.0188762,0.332864
3.91932,3.55093e-34,0.0260346,39.2265,0.973618,-0.0032244,-0.0177358,0.332939
3.91927,0,0.0262246,39.226,0.940524,-0.00609834,-0.0178655,0.333121
3.91926,-4.81482e-35,0.0270028,39.2259,0.915219,-0.0100531,-0.0183957,0.33313
3.91925,6.01853e-36,0.028495,39.2258,0.89438,-0.0156741,-0.0194123,0.333142
3.91914,3.00927e-36,0.0299458,39.2247,0.883131,-0.0205001,-0.0204012,0.333558
3.91902,-7.52316e-36,0.0509474,39.2236,0.921401,-0.0760849,-0.0347101,0.333803
3.91896,6.88487e-35,0.0511527,39.223,0.949902,-0.0746336,-0.0348505,0.33407
3.91863,-3.00927e-36,0.0493278,39.2198,0.961641,-0.0687383,-0.03361,0.33548
3.91846,-3.16575e-33,0.0439341,39.2183,0.9456,-0.054906,-0.0299363,0.336223
3.9185,0,0.0375445,39.2186,0.909528,-0.0397259,-0.0255822,0.336144
3.91886,1.08334e-34,0.0287771,39.2221,0.844912,-0.0199662,-0.0196064,0.334678
3.91918,6.01853e-36,0.0213869,39.2251,0.778756,-0.00413916,-0.0145702,0.333384
3.91944,-6.01853e-36,0.014659,39.2277,0.707348,0.00947585,-0.00998598,0.332258
3.91953,0,0.00825461,39.2284,0.623195,0.0212885,-0.00562308,0.331875
3.91941,0,0.01323,39.2273,0.498721,-0.00135428,-0.00901259,0.332272
3.91921,3.00927e-36,0.0108022,39.2254,0.463098,0.00286065,-0.00735913,0.333074
3.91905,-6.01853e-36,0.00970055,39.2239,0.437895,0.00413232,-0.00660886,0.333712
3.91899,-3.7014e-34,0.00917338,39.2233,0.416143,0.00405313,-0.0062498,0.333972
3.91901,-2.55788e-35,0.00930222,39.2235,0.396126,0.00227489,-0.00633755,0.333872
3.91907,-6.01853e-36,0.00994866,39.224,0.384938,-0.000314389,-0.00677787,0.33363
3.91912,-6.62038e-35,0.0109672,39.2245,0.378494,-0.00360049,-0.00747168,0.333431
3.91914,-9.35882e-34,0.0125154,39.2247,0.376583,-0.00803598,-0.00852638,0.333325
3.91913,-7.52316e-37,0.00283431,39.2246,0.299965,0.0134146,-0.00193094,0.333368
3.9191,7.52316e-37,0.00465036,39.2243,0.289084,0.00759896,-0.0031682,0.333479
3.91909,0,0.00776636,39.2243,0.289623,-0.0010171,-0.00529106,0.333494
3.9191,-1.04819e-31,0.0112312,39.2243,0.302789,-0.00970628,-0.0076516,0.333463
3.9191,-1.20371e-35,0.0150034,39.2243,0.324552,-0.0186388,-0.0102215,0.333466
3.91908,-2.16667e-34,0.0194008,39.2242,0.358063,-0.0284734,-0.0132174,0.333522
3.91905,0,0.0226288,39.2238,0.388986,-0.0352434,-0.0154167,0.333652
3.91899,1.20371e-35,0.0255124,39.2233,0.424742,-0.040714,-0.0173816,0.33387
3.91895,-2.40741e-35,0.0269227,39.2229,0.450493,-0.0428027,-0.0183426,0.334055
3.91892,-2.40741e-35,0.0273091,39.2226,0.469982,-0.0424931,-0.018606,0.334182
3.91891,-1.80556e-34,0.0264546,39.2226,0.483037,-0.039194,-0.0180238,0.33421
3.91894,7.52316e-37,0.0198847,39.2228,0.608207,-0.0120666,-0.0135476,0.334241
3.91899,-2.49167e-33,0.016697,39.2233,0.569893,-0.00593227,-0.0113756,0.33402
3.9191,-1.09838e-34,0.0134744,39.2244,0.527808,3.09772e-05,-0.00917983,0.333545
3.91918,0,0.0111949,39.2251,0.493198,0.00390563,-0.00762672,0.333216
3.91921,0,0.00946169,39.2254,0.460771,0.00641833,-0.00644587,0.333085
3.91919,0,0.00820778,39.2252,0.426932,0.00749987,-0.00559166,0.333163
3.91915,0,0.00780046,39.2248,0.40341,0.00696226,-0.00531423,0.333314
3.91912,0,0.00794568,39.2245,0.384979,0.00525131,-0.0054132,0.333442
3.91909,1.97107e-34,0.00871595,39.2243,0.369505,0.0020141,-0.005938,0.333524
3.91909,-2.78357e-33,0.00970791,39.2242,0.36177,-0.00128975,-0.00661381,0.333543
3.91909,-1.32408e-34,0.0111006,39.2243,0.357504,-0.00546047,-0.0075626,0.333517
3.9191,6.01853e-36,0.0122815,39.2243,0.357173,-0.00876379,-0.00836711,0.333487
3.91909,0,0.0135111,39.2243,0.358743,-0.0120676,-0.00920486,0.333503
3.91908,0,0.0142761,39.2242,0.360525,-0.0140657,-0.00972602,0.333541
3.91907,3.00927e-36,0.0147097,39.2241,0.361454,-0.0152041,-0.0100215,0.333585
3.91906,-2.78598e-32,0.0147432,39.224,0.360271,-0.0153811,-0.0100443,0.333621
3.91906,2.40741e-35,0.014378,39.224,0.356723,-0.0146185,-0.0097955,0.333626
3.91937,-1.05324e-35,0.0343398,39.2269,0.371918,-0.0689639,-0.0233934,0.332171
3.91885,-1.20371e-35,0.0325405,39.222,0.410971,-0.0612034,-0.0221705,0.33436
3.91793,1.08334e-34,0.0291855,39.2131,0.42289,-0.0510477,-0.0198894,0.338193
3.91725,0,0.0225003,39.2066,0.406243,-0.0336659,-0.0153362,0.341055
3.91772,8.25742e-33,0.0154191,39.2111,0.36963,-0.016595,-0.0105084,0.339174
3.91843,-1.50463e-34,0.0078239,39.2179,0.317323,0.000789471,-0.00533117,0.336248
3.91909,-7.52316e-37,-0.00095286,39.2242,0.241744,0.0198013,0.000649165,0.333507
3.91936,2.11581e-32,-0.00744318,39.2268,0.173402,0.0329747,0.00507055,0.332366
3.91924,-6.01853e-36,-0.0133802,39.2257,0.0941426,0.043837,0.00911532,0.332828
3.91892,0,0.00496172,39.2227,0.0297122,-0.0116729,-0.00338047,0.334154
3.91864,0,0.00352748,39.22,0.0318232,-0.00753956,-0.00240348,0.335315
3.91852,0,0.00176346,39.2187,0.028588,-0.00286933,-0.00120159,0.33584
3.91857,0,-0.000400347,39.2192,0.0164709,0.00228109,0.000272785,0.33563
3.91873,6.03237e-32,-0.00332766,39.2208,-0.00591241,0.00882347,0.00226728,0.33496
3.91885,6.01853e-34,-0.00576951,39.222,-0.029078,0.0139617,0.00393089,0.334445
3.9189,-1.47454e-34,-0.00791137,39.2224,-0.0535053,0.018177,0.00539012,0.334243
3.91887,-6.01853e-36,-0.00981724,39.2221,-0.0815175,0.0214825,0.00668867,0.334367
3.91881,6.1389e-34,-0.0107493,39.2216,-0.101853,0.0226283,0.00732384,0.334609
3.91874,0,-0.0109682,39.2209,-0.120331,0.021925,0.0074731,0.334895
3.91871,4.39353e-34,-0.0104245,39.2206,-0.129689,0.0197509,0.00710273,0.33503
3.91871,1.88079e-37,-0.00929169,39.2206,-0.133045,0.0163662,0.00633086,0.335031
3.91874,0,-0.00732152,39.2209,-0.129299,0.0111598,0.00498846,0.334929
3.91876,2.28193e-32,-0.00532959,39.2211,-0.120289,0.00626632,0.00363125,0.334833
3.91878,3.29364e-33,-0.0027798,39.2213,-0.1039,0.000347145,0.00189397,0.334761
3.91878,-7.1771e-34,0.0189547,39.2213,-0.0522806,-0.0563448,-0.0129145,0.334664
3.91878,3.03334e-33,0.0203215,39.2212,0.00523082,-0.0560609,-0.0138458,0.334683
3.91862,2.10649e-35,0.0193027,39.2198,0.0516006,-0.0499455,-0.0131521,0.33533
3.91853,1.50463e-36,0.0159197,39.2189,0.0655546,-0.0395632,-0.0108473,0.335719
3.91856,1.5714e-34,0.00976379,39.2191,0.0556843,-0.0231679,-0.00665279,0.335663
3.91866,-1.53773e-33,0.0036184,39.2201,0.0288642,-0.00800211,-0.00246542,0.335257
3.91878,1.57806e-32,-0.00267053,39.2213,-0.00979968,0.00672227,0.00181952,0.334746
3.91888,3.18982e-34,-0.00952472,39.2222,-0.0643094,0.0218912,0.00648936,0.334337
3.91889,0,-0.0141946,39.2223,-0.111331,0.0315238,0.00967101,0.33428
3.91882,8.42594e-35,-0.017427,39.2217,-0.154042,0.0374696,0.0118735,0.33454
3.91871,1.50463e-36,0.00573059,39.2206,-0.210539,-0.030856,-0.00390452,0.335061
3.91863,-1.64908e-33,0.00587555,39.2198,-0.17373,-0.0286476,-0.00400337,0.335371
3.91863,-3.00927e-36,0.00527052,39.2199,-0.140371,-0.0246007,-0.00359112,0.335356
3.91869,1.50463e-36,0.00342459,39.2205,-0.127422,-0.0185552,-0.00233335,0.335111
3.91877,0,0.000828733,39.2212,-0.125672,-0.011221,-0.000564646,0.334801
3.91883,-7.52316e-37,-0.00271127,39.2218,-0.134839,-0.00203896,0.00184726,0.334538
3.91885,4.34165e-31,-0.00560352,39.222,-0.148621,0.00501645,0.0038178,0.334458
3.91883,0,-0.00844566,39.2217,-0.16733,0.0115829,0.00575425,0.334553
3.91879,7.22224e-35,-0.0100271,39.2214,-0.181577,0.0149643,0.00683178,0.334712
3.91874,-5.64237e-37,-0.0106805,39.2209,-0.192697,0.0159899,0.00727704,0.334901
3.91872,-2.10649e-35,-0.0101198,39.2207,-0.194683,0.0142916,0.00689504,0.334986
3.91872,-1.20371e-35,-0.00861225,39.2207,-0.188808,0.0105213,0.00586791,0.334994
3.91874,-3.00927e-36,-0.00572399,39.2209,-0.170865,0.00377227,0.00389999,0.334927
3.91876,1.65749e-36,0.0541633,39.221,0.144774,-0.139969,-0.0369035,0.334265
3.91878,-1.20371e-35,0.054465,39.2212,0.281895,-0.131122,-0.0371089,0.334235
3.91775,0,0.0494495,39.2114,0.345387,-0.112756,-0.0337005,0.338599
3.91704,-7.22224e-35,0.0354506,39.2046,0.335777,-0.0746229,-0.0241644,0.341759
3.9172,-1.44445e-34,0.0199508,39.2061,0.269627,-0.0362815,-0.0135987,0.341234
3.91801,0,0.00348895,39.2139,0.167631,0.00220677,-0.00237761,0.337951
3.91907,6.01853e-35,-0.0147966,39.224,0.021621,0.0426267,0.0100807,0.333519
3.91958,3.44185e-35,-0.0273384,39.2289,-0.103596,0.0685558,0.0186228,0.331326
3.9194,4.81482e-35,-0.0372316,39.2272,-0.235171,0.0866769,0.0253632,0.331972
