x,y,psi,v,cte,epsi,delta,a
5.31029,-1.04149e-35,0.0289488,66.4258,0.700838,-0.0150868,-0.0145554,0.58929
5.31216,-1.49758e-35,0.026581,66.4491,0.711248,-0.00793704,-0.0133602,0.588836
5.31439,7.35272e-36,0.0239458,66.477,0.699018,-0.00082058,-0.0120306,0.588285
5.31622,-2.33923e-36,0.0227427,66.4998,0.44575,-0.0161079,-0.0114222,0.587839
5.31802,3.06804e-36,0.0209841,66.5223,0.471238,-0.00984454,-0.0105354,0.587391
5.32015,-3.64403e-37,0.0190825,66.5488,0.478356,-0.00379436,-0.00957688,0.586859
5.32189,8.22846e-37,0.0176568,66.5705,0.468167,0.000181612,-0.00885844,0.586421
5.32393,6.75909e-36,0.0152419,66.596,0.517206,0.0199312,-0.00764393,0.585891
5.32559,2.07005e-35,0.0143323,66.6167,0.425637,0.0183761,-0.00718555,0.58547
5.32754,8.66692e-35,0.013577,66.641,0.322046,0.0155663,-0.00680438,0.584973
5.32912,-1.93721e-35,0.0132185,66.6607,0.242901,0.0125227,-0.00662273,0.584569
5.33095,2.11295e-36,0.0130791,66.6836,0.158096,0.00818899,-0.00655065,0.5841
5.33243,-4.0966e-36,0.0131753,66.7021,0.0977173,0.00416843,-0.006597,0.583719
5.33416,2.66249e-36,0.0134855,66.7236,0.0386353,-0.000907103,-0.00675013,0.583276
5.33554,-1.05794e-37,0.013159,66.7409,0.270041,0.0122336,-0.00658501,0.582926
5.33713,1.3552e-35,0.01353,66.7608,0.172756,0.00530918,-0.00676863,0.582515
5.33842,7.58194e-37,0.0139321,66.7769,0.11026,-0.000177486,-0.00696809,0.582183
5.33991,-4.19064e-36,0.0144809,66.7954,0.0564662,-0.00629977,-0.00724059,0.581801
5.3411,3.81448e-36,0.0149512,66.8103,0.0280265,-0.0109094,-0.00747408,0.581497
5.34248,7.14994e-36,0.0154775,66.8274,0.0120241,-0.015712,-0.00773515,0.581147
5.34358,6.46522e-38,0.0158436,66.8412,0.0122945,-0.0190119,-0.0079165,0.580868
5.34484,-1.04031e-36,0.0161428,66.857,0.0265016,-0.0220199,-0.00806409,0.58055
5.34586,4.57267e-36,0.0162493,66.8696,0.0479867,-0.0237036,-0.00811576,0.580296
5.34702,-3.35016e-37,0.0161729,66.8842,0.0826295,-0.0247079,-0.00807581,0.580005
5.34924,-1.04619e-36,0.017747,66.9118,-0.127742,-0.0588698,-0.00885816,0.579464
5.35025,6.47991e-37,0.0168647,66.9245,0.058024,-0.0500176,-0.0084162,0.579214
5.3483,-1.10496e-36,0.0159158,66.9001,0.189785,-0.0426388,-0.00794553,0.579726
5.34951,-2.1776e-36,0.0143882,66.9153,0.323683,-0.0331379,-0.00718133,0.579421
5.35062,1.83495e-35,0.0128146,66.9291,0.413975,-0.0248305,-0.00639457,0.579138
5.35126,3.04453e-36,0.012594,66.9371,0.176513,-0.0532908,-0.00628373,0.578993
5.35189,1.52814e-35,0.0105315,66.9449,0.355435,-0.0386424,-0.00525406,0.57883
5.35269,1.32126e-35,0.00776274,66.955,0.517231,-0.0217098,-0.00387217,0.578617
5.35332,-1.75854e-35,0.00526772,66.9628,0.610103,-0.00827444,-0.0026273,0.57845
5.35405,-3.18535e-34,0.00219819,66.9719,0.673756,0.00658699,-0.00109621,0.578254
5.35466,7.34684e-38,-0.000330629,66.9795,0.689716,0.017682,0.000164862,0.578093
5.35536,-1.27071e-35,-0.00318534,66.9883,0.668686,0.0290742,0.0015881,0.577907
5.35594,-4.70198e-37,-0.00533368,66.9954,0.621784,0.036813,0.0026589,0.577759
5.3566,2.12177e-36,-0.00621186,67.0037,0.221865,0.00812005,0.00309631,0.577585
5.35713,1.17549e-36,-0.00777331,67.0103,0.257665,0.0183897,0.00387423,0.577448
5.35775,-6.11257e-37,-0.00925858,67.018,0.25619,0.0279105,0.00461396,0.577293
5.35824,1.62782e-34,-0.0101333,67.0242,0.22468,0.0335897,0.0050494,0.577172
5.35881,1.75501e-35,-0.0106676,67.0313,0.158307,0.0376697,0.00531509,0.577034
5.35926,1.50258e-35,-0.0106411,67.0369,0.0856321,0.0388499,0.00530142,0.576924
5.35978,-2.67954e-35,-0.00784207,67.0434,-0.469612,-0.010404,0.00390657,0.576784
5.36018,2.3698e-35,-0.00684126,67.0484,-0.392215,-0.00565189,0.00340775,0.576682
5.36066,1.03679e-35,-0.00525647,67.0543,-0.330656,-0.00226958,0.00261811,0.576559
5.36103,-5.26621e-36,-0.00363319,67.059,-0.299434,-0.00112575,0.00180947,0.576458
5.36146,-1.86198e-35,-0.00131837,67.0644,-0.279631,-0.0015683,0.000656544,0.576336
5.3618,1.4773e-35,0.000923777,67.0686,-0.273492,-0.00333739,-0.00046001,0.576231
5.3622,4.58443e-37,0.00397499,67.0735,-0.273005,-0.00691373,-0.00197927,0.576101
5.36251,-1.39296e-36,0.00681434,67.0774,-0.274852,-0.0109865,-0.00339287,0.575988
5.36286,-2.67425e-36,0.0121862,67.0818,-0.555188,-0.0880254,-0.00606714,0.5759
5.36314,3.23261e-37,0.0147717,67.0853,-0.269077,-0.0735761,-0.007354,0.575787
5.36345,-1.02474e-35,0.0179863,67.0892,-0.00376712,-0.0589655,-0.0089538,0.575637
5.3637,2.46854e-37,0.0208213,67.0922,0.159006,-0.049171,-0.0103647,0.575497
5.36396,1.07558e-36,0.0245022,67.0955,0.293524,-0.0404288,-0.0121964,0.575309
5.36416,-3.66754e-36,0.0278859,67.098,0.362938,-0.0357844,-0.0138801,0.575134
5.36816,-1.92193e-36,0.033043,67.148,0.406574,-0.0354687,-0.0164348,0.573911
5.36554,-5.8569e-36,0.037073,67.1153,0.421796,-0.0355154,-0.0184482,0.574412
5.36365,3.82459e-34,0.0424346,67.0916,-0.639733,-0.189101,-0.0211238,0.574694
5.36191,-5.20509e-35,0.0471781,67.0699,-0.0211452,-0.146182,-0.0234926,0.574788
5.3639,-1.84082e-35,0.0536263,67.0947,0.489427,-0.106136,-0.0266937,0.573745
5.36377,-3.31489e-36,0.0609015,67.093,0.792075,-0.0782902,-0.0303158,0.573148
5.36337,8.2073e-35,0.0676017,67.0879,0.920949,-0.0636037,-0.0336536,0.57267
5.363,-3.99668e-36,0.0807716,67.083,-1.07059,-0.421699,-0.0402126,0.569084
5.3625,-5.68234e-35,0.0927863,67.0766,0.533959,-0.269596,-0.0461985,0.567376
5.3611,-1.51639e-36,0.108431,67.0591,1.57777,-0.139564,-0.0540022,0.565931
5.35954,-5.32499e-36,0.121714,67.0395,1.87892,-0.0741752,-0.0606349,0.565317
5.3569,1.12495e-35,0.136775,67.0064,1.79668,-0.0359257,-0.0681716,0.565355
5.35348,-4.51507e-35,0.150288,66.9638,1.45269,-0.028384,-0.0749545,0.566059
5.35018,7.14701e-36,0.171624,66.9224,0.606437,-0.166612,-0.0856487,0.564379
5.3456,-1.17726e-35,0.181826,66.8653,0.812855,-0.0918487,-0.090818,0.566438
5.34056,1.35793e-34,0.194172,66.8023,-0.0650888,-0.214187,-0.0970757,0.566834
5.33408,2.68013e-36,0.196303,66.7216,0.213575,-0.110926,-0.0982606,0.570034
5.32801,3.19734e-36,0.193851,66.6459,-0.0990483,-0.101004,-0.0971439,0.572781
5.32082,-2.16291e-36,0.19229,66.5563,-0.787317,-0.177247,-0.0964914,0.57462
5.31398,1.29022e-34,0.180934,66.471,-0.766381,-0.143812,-0.0909098,0.578046
5.30834,-4.97939e-35,0.166007,66.4008,-1.0922,-0.146575,-0.0834987,0.581718
5.30262,6.02699e-34,0.148614,66.3296,-1.16962,-0.154733,-0.0748306,0.58491
5.29868,6.86865e-34,0.133878,66.2804,-1.111,-0.152569,-0.0674612,0.587244
5.29498,1.55386e-34,0.117046,66.2343,-0.868056,-0.138975,-0.0590207,0.589325
5.29259,9.57323e-35,0.103881,66.2046,-0.725437,-0.129424,-0.0524059,0.590809
5.28877,3.76158e-37,0.0899272,66.1571,-0.460233,-0.109106,-0.0453991,0.592634
5.28645,5.97151e-36,0.0780745,66.1282,-0.539328,-0.131018,-0.0394327,0.593918
5.2851,1.30586e-34,0.0661436,66.1113,-0.152081,-0.0977363,-0.0334153,0.594775
5.28487,-2.14222e-34,0.0570993,66.1085,0.109363,-0.070951,-0.0288475,0.595151
5.28546,5.59535e-36,0.0486314,66.1159,0.0750526,-0.0617067,-0.0245666,0.595273
5.28646,-9.68901e-36,0.041517,66.1283,0.241683,-0.041476,-0.0209687,0.595197
5.28814,-3.07098e-36,0.0338072,66.1494,0.375687,-0.0207348,-0.0170694,0.594923
5.29024,2.09826e-35,0.0240268,66.1755,1.15625,0.0821254,-0.0121264,0.594424
5.29221,2.44503e-36,0.0191232,66.2001,0.864346,0.0765489,-0.00964793,0.593996
5.29439,-1.09527e-35,0.0149405,66.2273,0.595207,0.0694377,-0.00753459,0.593497
5.29711,1.05148e-35,0.0107963,66.2613,0.305762,0.0589846,-0.00544185,0.592852
5.29992,-9.38044e-36,0.00421463,66.2963,0.465587,0.117479,-0.00212325,0.592159
5.30227,2.02361e-35,0.00212303,66.3257,0.0421591,0.0932622,-0.00106907,0.591581
5.30466,6.11551e-36,0.000458689,66.3555,-0.304966,0.0694865,-0.000230872,0.590984
5.30749,9.75719e-35,-0.0011943,66.3908,-0.619751,0.0424614,0.000600806,0.590259
5.31027,-2.82471e-35,-0.00286597,66.4255,-0.825969,0.0185524,0.00144101,0.589526
5.31254,1.02944e-35,-0.00454345,66.4539,-0.919873,0.00190346,0.00228347,0.588907
5.31518,-8.0874e-36,-0.00718138,66.4868,-0.948992,-0.013381,0.00360746,0.588149
5.31732,1.61337e-36,-0.0101159,66.5135,-0.912928,-0.0217031,0.00507951,0.587493
5.31978,-4.96059e-36,-0.0147311,66.5442,-0.811677,-0.0260818,0.00739355,0.586663
5.32175,-3.41775e-36,-0.0196215,66.5688,-0.690891,-0.0249504,0.00984441,0.585927
5.324,3.99668e-36,-0.0294687,66.5968,0.0972294,0.151917,0.0147786,0.584821
5.32577,-3.61465e-37,-0.0370898,66.6188,-0.476046,0.100537,0.0185944,0.583626
5.32769,-2.11401e-34,-0.0486683,66.6427,-0.869763,0.056788,0.0243904,0.581903
5.32911,-8.45651e-35,-0.0604422,66.6603,-0.992495,0.035589,0.0302829,0.580281
5.33042,-4.14714e-34,-0.0767367,66.6765,-0.951593,0.0271561,0.0384373,0.578331
5.33118,-7.52316e-37,-0.0915506,66.686,-0.808115,0.0325039,0.045851,0.576883
5.33155,-3.9285e-35,-0.109874,66.6904,-0.564376,0.0505951,0.055024,0.575581
5.33138,-3.55469e-35,-0.124911,66.6882,-0.34389,0.0725497,0.0625565,0.574925
5.33029,2.94696e-35,-0.180436,66.6742,0.398341,0.277365,0.0903822,0.568713
5.32891,-1.57234e-34,-0.198669,66.657,-0.21955,0.19568,0.0995413,0.569972
5.32358,-1.80556e-35,-0.216195,66.5905,-0.339576,0.157439,0.108431,0.572475
5.31841,9.52738e-36,-0.246518,66.526,0.320674,0.30119,0.123759,0.573544
5.31138,2.00304e-34,-0.252455,66.4384,-0.349162,0.155987,0.126908,0.576853
5.30353,-3.02807e-35,-0.247984,66.3405,-0.0120749,0.144436,0.124845,0.580053
5.29339,-1.12547e-33,-0.231569,66.2141,0.412994,0.161444,0.116804,0.584293
5.28255,2.06887e-35,-0.210201,66.079,0.760415,0.198387,0.106243,0.588685
5.27237,-5.05463e-34,-0.179566,65.9521,0.83859,0.214203,0.0909349,0.593431
5.26594,3.78509e-35,-0.154017,65.872,0.71388,0.211576,0.0780918,0.596536
5.26099,-3.01514e-35,-0.12528,65.8103,0.331462,0.174718,0.0635806,0.59934
5.25826,1.45761e-36,-0.102804,65.7763,0.290057,0.179041,0.052201,0.600903
5.25674,-7.19403e-35,-0.0795625,65.7575,-0.248533,0.115291,0.0404113,0.602128
5.25642,4.07015e-35,-0.0623964,65.7535,-0.588412,0.0650151,0.0316942,0.602689
5.25718,1.4428e-34,-0.0433656,65.763,-0.673412,0.0409171,0.0220244,0.602867
5.25848,-8.25197e-36,-0.029859,65.7793,-0.878526,-0.0033844,0.0151609,0.602702
5.26085,-2.91523e-36,-0.0156449,65.8088,-0.970456,-0.0458239,0.00794014,0.6022
5.26327,-2.91523e-36,-0.00581095,65.839,-0.785075,-0.0592498,0.00294783,0.601618
5.26666,-3.59047e-32,0.00485753,65.8813,-0.698222,-0.0843079,-0.00246258,0.60075
5.26969,-1.56223e-35,0.0126736,65.9192,-0.64221,-0.103754,-0.00642133,0.599953
5.27356,-2.64251e-35,0.0204113,65.9674,-0.399952,-0.112916,-0.0103342,0.598927
5.27686,2.7007e-36,0.0257425,66.0086,-0.170597,-0.115273,-0.0130253,0.598046
5.28083,-3.30608e-37,0.0308781,66.0581,0.115357,-0.112934,-0.0156121,0.59698
5.2841,9.43922e-36,0.034236,66.099,0.34836,-0.107735,-0.0172991,0.596096
5.28791,4.22002e-36,0.0371592,66.1465,0.609865,-0.0981326,-0.0187626,0.595066
5.29086,-3.96435e-36,0.0388585,66.1833,0.630293,-0.116606,-0.0196097,0.594297
5.29425,4.83128e-36,0.0399758,66.2255,0.961103,-0.0932841,-0.0201607,0.593356
5.29709,-1.271e-36,0.0404781,66.261,1.17005,-0.074804,-0.020403,0.592558
5.30029,3.67342e-36,0.0407481,66.301,1.34539,-0.0543948,-0.0205267,0.591644
5.30283,2.29809e-36,0.0408537,66.3327,1.43365,-0.0392936,-0.02057,0.590908
5.30572,8.94551e-36,0.0419132,66.3688,1.27556,-0.0844128,-0.021092,0.590121
5.30806,3.29506e-36,0.0418946,66.398,1.5164,-0.0518774,-0.0210733,0.589364
5.31066,2.77182e-35,0.0424214,66.4303,1.6481,-0.0216733,-0.0213279,0.588475
5.31273,-1.10015e-34,0.0435038,66.4561,1.65231,-0.0036092,-0.0218636,0.587726
5.31514,-1.21593e-34,0.0457672,66.4861,1.56111,0.0100273,-0.0229907,0.586797
5.31721,5.8904e-35,0.0492601,66.512,1.39423,0.0154134,-0.0247356,0.585895
5.31895,-2.3745e-35,0.0531496,66.5337,1.21826,0.0142812,-0.02668,0.585097
5.3205,5.52012e-35,0.0579213,66.553,1.02375,0.00862198,-0.0290668,0.584309
5.32199,2.62135e-34,0.0764452,66.5713,0.101838,-0.142299,-0.0383519,0.579824
5.323,4.56092e-35,0.0894527,66.5837,0.538069,-0.0931866,-0.0448692,0.578127
5.32333,-4.77721e-35,0.106577,66.5877,0.71851,-0.0619541,-0.0534551,0.576558
5.3231,1.45056e-35,0.126194,66.5847,0.389047,-0.104158,-0.0632974,0.574488
5.32202,-3.21145e-35,0.143286,66.5712,0.452117,-0.0788371,-0.0718852,0.574461
5.3198,4.13774e-36,0.158011,66.5435,0.2456,-0.0832711,-0.0793054,0.575177
