x,y,psi,v,cte,epsi,delta,a
6.65784,0.181983,0.0569385,33.3994,0.394051,0.036766,0.0153264,0.639601
6.65817,0.173793,0.054579,33.3998,0.433681,0.0384909,0.0147999,0.639476
6.65851,0.165732,0.0513553,33.4003,0.464674,0.0404191,0.0135595,0.639292
6.65876,0.160043,0.0483038,33.4007,0.471341,0.042513,0.0120623,0.63914
6.65923,0.146637,0.0437944,33.4013,0.463207,0.0422841,0.0106817,0.638935
6.65973,0.130452,0.0407546,33.4018,0.454113,0.0335437,0.0109401,0.638798
6.66012,0.118321,0.0356596,33.4024,0.466291,0.0366049,0.00887803,0.638542
6.66021,0.118323,0.032422,33.4029,0.453265,0.0390767,0.00628488,0.638372
6.66076,0.0960257,0.0263781,33.4035,0.412112,0.0384146,0.00515385,0.638105
6.66131,0.0679818,0.0208425,33.4043,0.362388,0.0357504,0.00538531,0.637802
6.66162,0.0557502,0.0173343,33.4051,0.294294,0.0335403,0.00461025,0.637475
6.66171,0.0582553,0.0174193,33.4056,0.200352,0.0317973,0.00426174,0.637247
6.66195,0.0461027,0.016105,33.4062,0.131356,0.0264803,0.00523028,0.637
6.66204,0.0461036,0.0167254,33.4067,0.0872906,0.0231658,0.00572689,0.636813
6.66202,0.0565818,0.0185781,33.407,0.0885916,0.0235439,0.0054681,0.636684
6.66203,0.0619547,0.0206622,33.4073,0.057085,0.0205429,0.00624354,0.636562
6.66212,0.0591559,0.0219472,33.4076,0.0449267,0.0177354,0.00773794,0.636443
6.66208,0.0675452,0.0249384,33.4078,0.0478565,0.0162032,0.00873808,0.636345
6.66188,0.0837115,0.0283574,33.4079,0.0634796,0.0165058,0.0087876,0.636327
6.66172,0.0945303,0.0313709,33.4079,0.103719,0.0150128,0.00940153,0.636354
6.66171,0.095066,0.0323344,33.4079,0.143647,0.0161051,0.0100839,0.636357
6.66159,0.101707,0.0336646,33.4079,0.190144,0.0183205,0.0100448,0.636373
6.66145,0.109088,0.0345005,33.4078,0.225343,0.020564,0.00948659,0.636404
6.66144,0.108664,0.0339624,33.4078,0.260011,0.0224319,0.00912624,0.636433
6.66156,0.102627,0.0342998,33.4078,0.219591,0.0138549,0.0104004,0.636465
6.66163,0.0987288,0.0324822,33.4078,0.286141,0.0183786,0.00959325,0.636457
6.66136,0.112511,0.0302537,33.4077,0.467529,0.0381446,0.00551675,0.636471
6.66214,0.0596827,0.0219789,33.4077,0.410853,0.0322118,0.0076757,0.636455
6.66219,0.0596833,0.0199396,33.408,0.362416,0.031411,0.00604266,0.636362
6.66192,0.0830386,0.0204893,33.408,0.313117,0.032786,0.00259922,0.636358
6.66217,0.0653731,0.0173565,33.4081,0.199825,0.0243785,0.00302819,0.636308
6.66253,0.0281208,0.0124211,33.4084,0.165946,0.0198914,0.00527037,0.636182
6.66256,0.0327621,0.0124254,33.4087,0.129631,0.0190219,0.00450208,0.636078
6.66238,0.0570198,0.0148798,33.4087,0.0982896,0.0200226,0.00243415,0.63607
6.66248,0.0487082,0.014152,33.4088,0.0734129,0.0178806,0.00323329,0.636031
6.66262,0.0349816,0.0134773,33.409,0.0499733,0.0147497,0.00497538,0.635923
6.66265,0.0349819,0.0159246,33.4092,0.0405279,0.00874848,0.00693486,0.635873
6.66252,0.0538295,0.0190059,33.4092,0.0618572,0.0111982,0.00626842,0.635861
6.66226,0.0750282,0.0223223,33.4091,0.0867044,0.0141445,0.00539921,0.635907
6.66235,0.0678183,0.0223132,33.4091,0.104378,0.0140967,0.00659073,0.635903
6.66247,0.0584149,0.0222605,33.4092,0.12474,0.0138845,0.00811198,0.635855
6.66233,0.0713055,0.0243805,33.4092,0.143049,0.0158444,0.00766622,0.635853
6.66208,0.0877622,0.0269731,33.4091,0.120638,0.0161744,0.00700572,0.635903
6.66213,0.0829399,0.0269737,33.409,0.142569,0.0166517,0.00780807,0.635921
6.66223,0.0757944,0.0266537,33.409,0.16251,0.0168569,0.00873992,0.635918
6.66209,0.084474,0.0279326,33.4089,0.185158,0.0188765,0.00832079,0.635955
6.66198,0.0900201,0.0285891,33.4088,0.203642,0.0206149,0.00792423,0.636005
6.66196,0.0900197,0.0284569,33.4087,0.215009,0.0215602,0.0078184,0.636042
6.66202,0.0857295,0.0276592,33.4087,0.233925,0.022663,0.00789307,0.636064
6.66202,0.0845846,0.0272037,33.4086,0.235852,0.0232337,0.00771873,0.636078
6.662,0.0853921,0.0268451,33.4086,0.234017,0.0239573,0.00729727,0.636096
6.66202,0.083506,0.0262762,33.4085,0.229132,0.0241334,0.00715537,0.636112
6.66208,0.0789466,0.0254458,33.4085,0.220255,0.023881,0.00724856,0.636121
6.66209,0.0774115,0.0268503,33.4085,0.220852,0.0180332,0.00862845,0.636154
6.66207,0.0784195,0.0264809,33.4084,0.244894,0.0207899,0.00816511,0.63616
6.66183,0.0933463,0.0275186,33.4083,0.255193,0.0241139,0.0065139,0.636201
6.66189,0.0883338,0.0262366,33.4083,0.254193,0.0252453,0.00632079,0.63622
6.66215,0.0704715,0.0238864,33.4083,0.244868,0.0242644,0.00740916,0.636181
6.6622,0.0683828,0.0234548,33.4084,0.229611,0.0245054,0.00741087,0.636129
6.66204,0.0801567,0.0247299,33.4084,0.21557,0.0257963,0.00647413,0.636136
6.66217,0.0700415,0.0270456,33.4084,0.112285,0.00941009,0.0100104,0.636166
6.66218,0.0700416,0.027406,33.4084,0.166922,0.0136023,0.0102989,0.636139
6.66154,0.108294,0.0315926,33.4082,0.209129,0.0211378,0.00729028,0.636242
6.66142,0.111413,0.0317394,33.4079,0.237487,0.0251103,0.00688908,0.636336
6.66197,0.0788692,0.0282762,33.4079,0.245336,0.024028,0.00952778,0.636271
6.66205,0.0745296,0.02735,33.4081,0.274263,0.0298265,0.00950775,0.636163
6.6616,0.103073,0.0309553,33.408,0.252458,0.0325976,0.00764819,0.636207
6.66155,0.102855,0.0319398,33.4078,0.224556,0.0320991,0.00847264,0.636261
6.66187,0.0827403,0.0311586,33.4077,0.203224,0.0293219,0.0111921,0.636204
6.66172,0.0916583,0.0343667,33.4076,0.188406,0.0291825,0.012278,0.636203
6.66112,0.121072,0.0397281,33.4074,0.196946,0.03148,0.0116794,0.636314
6.66076,0.132814,0.043518,33.4069,0.202166,0.032426,0.0127613,0.636474
6.66084,0.126338,0.0451413,33.4066,0.211442,0.0316031,0.0151382,0.63654
6.66049,0.138037,0.0493234,33.4062,0.232756,0.032789,0.0165412,0.636655
6.65971,0.163736,0.0543971,33.4056,0.2584,0.0357328,0.016329,0.636873
6.65909,0.1789,0.058476,33.4048,0.293891,0.0381276,0.0170724,0.637177
6.65904,0.176601,0.060073,33.4042,0.325764,0.0388564,0.0187336,0.637383
6.65865,0.184633,0.0634632,33.4036,0.373721,0.0284094,0.0201121,0.637787
6.65789,0.202584,0.0654362,33.4028,0.46952,0.038651,0.0187046,0.638049
6.65715,0.217475,0.06644,33.4019,0.541995,0.0484763,0.0170298,0.63836
6.6576,0.202258,0.0641388,33.4014,0.570548,0.0523285,0.0177194,0.638489
