x,y,psi,v,cte,epsi,delta,a
6.65814,0.170749,0.0573831,33.3992,0.29847,0.0306257,0.0175522,0.639618
6.65785,0.182801,0.0582804,33.3996,0.36173,0.0345669,0.0162651,0.639524
6.65765,0.189787,0.0575705,33.3997,0.422371,0.0386475,0.0145338,0.639502
6.65815,0.175878,0.0542212,33.4,0.456915,0.0398783,0.0141664,0.639407
6.65882,0.157166,0.0494374,33.4006,0.477156,0.0415989,0.0134491,0.639174
6.65901,0.153197,0.0465218,33.401,0.477852,0.0424101,0.0117745,0.639018
6.6593,0.145444,0.0429711,33.4014,0.467816,0.0425357,0.0102209,0.638879
6.65984,0.12734,0.0386833,33.402,0.478624,0.03616,0.00979896,0.638717
6.6603,0.110544,0.033605,33.4026,0.475398,0.0374969,0.00852639,0.638483
6.66052,0.105984,0.0292644,33.4032,0.446159,0.0393218,0.00580876,0.638235
6.66087,0.0922236,0.024824,33.4038,0.403263,0.0387551,0.00454176,0.638018
6.66144,0.0628329,0.0188442,33.4046,0.335915,0.0354275,0.00464139,0.637668
6.66172,0.0491298,0.015798,33.4053,0.274236,0.0327879,0.00448094,0.637385
6.66186,0.050209,0.0161868,33.406,0.165538,0.0291725,0.00461284,0.63711
6.66197,0.0484744,0.0162771,33.4064,0.11289,0.0255607,0.00497363,0.636915
6.66206,0.0499023,0.0174314,33.4069,0.0660966,0.0218017,0.00566054,0.63672
6.6621,0.053806,0.0187677,33.4072,0.0672614,0.0214041,0.00608152,0.636585
6.66209,0.0612377,0.0213653,33.4075,0.0451091,0.0188131,0.00692577,0.636468
6.66208,0.0657923,0.0235671,33.4077,0.0410773,0.0170108,0.00793155,0.636382
6.662,0.0749257,0.0266536,33.4079,0.052494,0.0159462,0.00888428,0.636324
6.66186,0.0858061,0.0294519,33.4079,0.0734036,0.016029,0.00931575,0.63631
6.6617,0.096112,0.0321348,33.4079,0.126198,0.0156674,0.00975026,0.636339
6.66161,0.100779,0.0333641,33.4079,0.166127,0.0173096,0.00995841,0.63636
6.66152,0.105479,0.0342137,33.4079,0.210798,0.0194705,0.00985718,0.636384
6.66147,0.10773,0.0342872,33.4078,0.243237,0.021253,0.00954163,0.636407
6.66149,0.106635,0.0352254,33.4078,0.196952,0.0126041,0.010475,0.636457
6.66155,0.103222,0.0338646,33.4078,0.261025,0.0166333,0.00995297,0.636463
6.66134,0.113317,0.0330217,33.4077,0.31494,0.02235,0.0075992,0.636508
6.66144,0.107671,0.0282065,33.4076,0.438971,0.0374541,0.00468243,0.6365
6.66188,0.0822104,0.0227188,33.4078,0.38002,0.0342152,0.00452214,0.636434
6.6623,0.0506576,0.0174531,33.4081,0.326163,0.0299288,0.00555239,0.636316
6.66237,0.0489242,0.0162825,33.4083,0.207711,0.0225687,0.00490329,0.636217
6.66229,0.06007,0.0164785,33.4084,0.180212,0.0231822,0.00320705,0.636192
6.66237,0.053048,0.0150113,33.4085,0.150111,0.0216502,0.00319976,0.63616
6.66256,0.0346972,0.0127656,33.4087,0.114504,0.01838,0.00445279,0.636064
6.6626,0.0346187,0.0130996,33.4089,0.085506,0.0167011,0.00473325,0.635973
6.66252,0.0481753,0.0151357,33.409,0.0680385,0.0167103,0.00410959,0.635948
6.66251,0.0512097,0.0178125,33.4091,0.0462484,0.0103481,0.0057484,0.635927
6.66258,0.0444625,0.017995,33.4092,0.0660194,0.010345,0.00701635,0.635884
6.66242,0.0621926,0.0209275,33.4092,0.090654,0.0129535,0.00641658,0.63588
6.66225,0.0759098,0.0230859,33.4091,0.109868,0.0150957,0.00586403,0.635902
6.66233,0.0694212,0.0231112,33.4091,0.129232,0.0153174,0.00696316,0.6359
6.66241,0.0634436,0.0230758,33.4092,0.144062,0.0153724,0.00792871,0.635865
6.66212,0.0857799,0.0262099,33.4091,0.117222,0.0161701,0.00672425,0.635881
6.6621,0.0857796,0.0267312,33.409,0.137742,0.017051,0.00714173,0.635914
6.66228,0.0727495,0.0258124,33.409,0.155606,0.0165552,0.00857263,0.635906
6.66222,0.0772659,0.0267718,33.409,0.176679,0.0179887,0.00858988,0.635908
6.66196,0.0927449,0.0286104,33.4089,0.193,0.020443,0.00748819,0.635963
6.66193,0.0929308,0.0286022,33.4087,0.207406,0.0215281,0.00745067,0.63603
6.6621,0.0810128,0.0271938,33.4087,0.226176,0.0216288,0.00830468,0.636038
6.6621,0.0806068,0.0269419,33.4087,0.230865,0.02237,0.0081705,0.636045
6.66194,0.0898449,0.0276638,33.4086,0.232386,0.0238785,0.00721239,0.636085
6.66195,0.0883931,0.0271068,33.4085,0.229397,0.0242807,0.00700784,0.636115
6.66209,0.0780284,0.0257322,33.4085,0.223611,0.0234907,0.00763061,0.636115
6.66212,0.0758156,0.0253162,33.4085,0.215616,0.0233688,0.00766541,0.636107
6.66202,0.0825525,0.0274848,33.4085,0.239707,0.0200109,0.00828165,0.636157
6.662,0.0829287,0.02702,33.4084,0.257313,0.0224029,0.00784689,0.636179
6.66189,0.0895948,0.0272104,33.4083,0.262664,0.0246344,0.00689091,0.636202
6.66209,0.07455,0.025019,33.4083,0.257296,0.0244199,0.00763792,0.6362
6.6621,0.0745501,0.0246709,33.4083,0.24774,0.0250954,0.00735913,0.636176
6.66203,0.0796151,0.024964,33.4083,0.231707,0.0260223,0.00675162,0.636175
6.66203,0.0796151,0.0280639,33.4083,0.089189,0.00827625,0.00923378,0.63621
6.66213,0.0730433,0.0275786,33.4084,0.16142,0.0131795,0.00993794,0.636171
6.66169,0.0998937,0.0304508,33.4082,0.205415,0.0197704,0.00777291,0.636232
6.66151,0.10751,0.0310627,33.408,0.232466,0.0237903,0.00699636,0.636307
6.66191,0.0840903,0.0284701,33.408,0.245816,0.0243216,0.00881485,0.636259
6.66204,0.0756901,0.0269154,33.4081,0.286878,0.0302379,0.00896682,0.636186
6.66173,0.0953614,0.0295155,33.408,0.257424,0.0321365,0.00777767,0.636202
6.66168,0.0970047,0.0304314,33.4079,0.231784,0.031888,0.00823783,0.636229
6.66187,0.0841412,0.030574,33.4078,0.203752,0.0296737,0.0104911,0.636185
6.66179,0.0891187,0.0329009,33.4078,0.188073,0.0292462,0.0115266,0.636169
6.6613,0.113491,0.0381216,33.4075,0.190592,0.0306437,0.011654,0.636269
6.661,0.124689,0.0414634,33.4071,0.193037,0.0314832,0.0124675,0.63638
6.66088,0.126065,0.0444278,33.4067,0.202809,0.0313343,0.0146124,0.636485
6.66062,0.13486,0.0478668,33.4064,0.218933,0.0321364,0.0159032,0.636582
6.6599,0.158052,0.0532333,33.4058,0.247619,0.0347779,0.0163428,0.63681
6.65938,0.172005,0.0569184,33.4052,0.276799,0.0367961,0.0169723,0.637036
